Interactor A	Interaction	Interactor B	Interaction detection method(s)	Interaction identifier(s)	Interaction type(s)	Publication Identifier(s)	HostOrganism(s)	NumMethods	NumPublications	Throughput	Weight
P15311	interacts with	P27986	MI:0096(pull down)|MI:0493(in vivo)|MI:0096(pull down)|MI:0096(pull down)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)	UniProt_67356|HPRD_27459|MINT_48021|MINT_79983|BIOGRID_100591|BIOGRID_100592	MI:0914(association)|MI:0914(association)|MI:0914(association)|MI:0915(physical association)|MI:0407(direct interaction)	10377409|10377409|10377409|10377409|10377409|10377409	unknown:-3|unspecified:-3|unspecified:-3|unspecified:32644|unspecified:32644	3	1	1	4
P15311	interacts with	Q01970	MI:0049(filter binding)|MI:0049(filter binding)|MI:0096(pull down)	MINT_44711|MINT_75114|UniProt_68926	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	11285285|11285285|11285285	in vitro:-1|in vitro:-1|in vitro:-1	2	1	10	0.3
P15311	interacts with	P17252	MI:0493(in vivo)|MI:0004(affinity chromatography technology)	HPRD_27473|BIOGRID_111556	MI:0915(physical association)	11387207|11387207	unspecified:32644	2	1	2	1.5
P15311	interacts with	Q9BXM0	MI:0004(affinity chromatography technology)	BIOGRID_87479	MI:0915(physical association)	14625392	unspecified:32644	1	1	9	0.222222222
P15311	interacts with	Q05397	MI:0096(pull down)|MI:0493(in vivo)	BIOGRID_98480|HPRD_27546	MI:0407(direct interaction)|-	11468295|11468295	unspecified:32644|-	2	1	1	3
P15311	interacts with	P35241	MI:0663(confocal microscopy)|MI:0493(in vivo)|MI:0401(biochemical)|MI:0493(in vivo)	UniProt_127077|HPRD_27484|BIOGRID_233834|HPRD_39453	MI:0915(physical association)|MI:0403(colocalization)|-	23414517|9501018|22939629|15096511	human-skeletal-muscle:9606|unspecified:32644|-	3	4	1	7
P15311	interacts with	P61586	MI:0401(biochemical)	BIOGRID_84480	MI:0914(association)	15659383	unspecified:32644	1	1	78	0.025641026
P15311	interacts with	Q13464	MI:0493(in vivo)	HPRD_27566	-	11387207	-	1	1	2	1
P15311	interacts with	P25815	MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0492(in vitro)	BIOGRID_89082|BIOGRID_89081|HPRD_27535	MI:0407(direct interaction)|MI:0915(physical association)|-	12808036|12808036|12808036	unspecified:32644|unspecified:32644|-	2	1	1	3
P15311	interacts with	Q8IZE3	MI:0493(in vivo)|MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0018(two hybrid)	HPRD_27646|UniProt_72112|UniProt_72111|UniProt_72115|BIOGRID_89947|UniProt_72116	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)	12651155|12651155|12651155|12651155|12651155|12651155	yeasx:4932|yeasx:4932|yeasx:4932|unspecified:32644|yeasx:4932	2	1	2	1.5
P15311	interacts with	P34741	MI:0493(in vivo)|MI:0096(pull down)|MI:0096(pull down)	HPRD_27414|BIOGRID_111576|BIOGRID_111575	MI:0915(physical association)|MI:0407(direct interaction)	10704377|10704377|10704377	unspecified:32644|unspecified:32644	2	1	1	3
P15311	interacts with	P16109	MI:0096(pull down)|MI:0493(in vivo)	BIOGRID_111559|HPRD_27461	MI:0407(direct interaction)|-	10733515|10733515	unspecified:32644|-	2	1	4	0.75
P15311	interacts with	P55011	MI:0006(anti bait coimmunoprecipitation)	UniProt_130262	MI:0915(physical association)	24555568	human-glioblastoma:9606	1	1	1	2
P15311	interacts with	Q15599	MI:0096(pull down)|MI:0492(in vitro)|MI:0663(confocal microscopy)|MI:0004(affinity chromatography technology)	BIOGRID_96673|HPRD_27597|UniProt_127079|BIOGRID_105110	MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)	9748260|12080047|23414517|12080047	unspecified:32644|human-skeletal-muscle:9606|unspecified:32644	4	3	2	3.5
P15311	interacts with	P16150	MI:0492(in vitro)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)	HPRD_27616|BIOGRID_111581|BIOGRID_111583	MI:0915(physical association)|MI:0407(direct interaction)	9616160|9616160|9616160	unspecified:32644|unspecified:32644	2	1	2	1.5
P15311	interacts with	P61956	MI:0004(affinity chromatography technology)	BIOGRID_165973	MI:0915(physical association)	21693764	unspecified:32644	1	1	540	0.003703704
P15311	interacts with	Q9BXI6	MI:0049(filter binding)|MI:0096(pull down)|MI:0493(in vivo)|MI:0049(filter binding)	MINT_75110|UniProt_68930|HPRD_27686|MINT_44707	MI:0403(colocalization)|MI:0403(colocalization)|MI:0403(colocalization)	11285285|11285285|11285285|11285285	in vitro:-1|in vitro:-1|in vitro:-1	3	1	10	0.4
P15311	interacts with	A6NDV4	MI:0493(in vivo)	HPRD_27677	-	15498789	-	1	1	1	2
P15311	interacts with	P19438	MI:0401(biochemical)	BIOGRID_84529	MI:0914(association)	15659383	unspecified:32644	1	1	78	0.025641026
P15311	interacts with	Q9Y4K3	MI:0006(anti bait coimmunoprecipitation)	UniProt_149434	MI:0915(physical association)	17353931	human-293:9606	1	1	5979	3.35E-04
P15311	interacts with	Q9EP53	MI:0018(two hybrid)	innatedb:IDB-120051	MI:0915(physical association)	10806479	taxid:4932	1	1	7	0.285714286
P15311	interacts with	P19320	MI:0004(affinity chromatography technology)|MI:0493(in vivo)|MI:0004(affinity chromatography technology)	BIOGRID_104045|HPRD_27502|BIOGRID_104046	MI:0915(physical association)|MI:0407(direct interaction)	12082081|12082081|12082081	unspecified:32644|unspecified:32644	2	1	4	0.75
P15311	interacts with	P40337	MI:0006(anti bait coimmunoprecipitation)	UniProt_147005	MI:0915(physical association)	17353931	human-293:9606	1	1	5979	3.35E-04
P15311	interacts with	Q9NZC7	MI:0493(in vivo)	HPRD_27377	-	16438931	-	1	1	1	2
P15311	interacts with	Q9H0M0	MI:0004(affinity chromatography technology)	BIOGRID_187945	MI:0915(physical association)	22629406	unspecified:32644	1	1	2	1
P15311	interacts with	P63104	MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)	UniProt_77455|MINT_83804|MINT_51460	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	15161933|15161933|15161933	in vitro:-1|in vitro:-1|in vitro:-1	1	1	390	0.005128205
P20338	interacts with	P60709	MI:0492(in vitro)	HPRD_31102	-	9013719	-	1	1	1	2
P20338	interacts with	Q9Y5K6	MI:0492(in vitro)|MI:0018(two hybrid)|MI:0018(two hybrid)	HPRD_2363|BIOGRID_106650|BIOGRID_77489	MI:0407(direct interaction)|MI:0407(direct interaction)	12559036|12559036|12559036	unspecified:32644|unspecified:32644	2	1	2	1.5
P20338	interacts with	P24386	MI:0492(in vitro)	HPRD_27913	-	12535645	-	1	1	8	0.25
P20338	interacts with	Q9Y6G9	MI:0018(two hybrid)|MI:0018(two hybrid)	BIOGRID_116683|HPRD_2366	MI:0407(direct interaction)|-	11243854|11243854	unspecified:32644|-	1	1	2	1
P20338	interacts with	P63167	MI:0018(two hybrid)	HPRD_2360	-	11243854	-	1	1	2	1
P20338	interacts with	P31150	MI:0663(confocal microscopy)|MI:0663(confocal microscopy)|MI:0663(confocal microscopy)|MI:0663(confocal microscopy)	UniProt_100282|UniProt_100280|UniProt_169914|UniProt_169916	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	19570034|19570034|19570034|19570034	mouse-3t3_l1:10090|mouse-3t3_l1:10090|mouse-3t3_l1:10090|mouse-3t3_l1:10090	1	1	2	1
P20338	interacts with	P50395	MI:0663(confocal microscopy)|MI:0096(pull down)|MI:0663(confocal microscopy)|MI:0663(confocal microscopy)|MI:0492(in vitro)|MI:0663(confocal microscopy)	UniProt_100281|BIOGRID_100995|UniProt_100285|UniProt_169919|HPRD_2357|UniProt_169915	MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	19570034|10512627|19570034|19570034|10512627|19570034	mouse-3t3_l1:10090|unspecified:32644|mouse-3t3_l1:10090|mouse-3t3_l1:10090|mouse-3t3_l1:10090	3	2	2	2.5
P20338	interacts with	Q8IYU2	MI:0096(pull down)	BIOGRID_153969	MI:0407(direct interaction)	21988917	unspecified:32644	1	1	1	2
P20338	interacts with	P22460	MI:0428(imaging technique)	BIOGRID_210846	MI:0403(colocalization)	18755741	unspecified:32644	1	1	2	1
P20338	interacts with	P27361	MI:0492(in vitro)	HPRD_25111	-	8112321	-	1	1	1	2
P20338	interacts with	Q96CV9	MI:0004(affinity chromatography technology)	BIOGRID_216028	MI:0915(physical association)	20634958	unspecified:32644	1	1	3	0.666666667
P20338	interacts with	Q96RG2	MI:0424(protein kinase assay)|MI:0424(protein kinase assay)|MI:0424(protein kinase assay)|MI:0424(protein kinase assay)	UniProt_206696|UniProt_173791|UniProt_113341|UniProt_186391	MI:0217(phosphorylation reaction)|MI:0217(phosphorylation reaction)|MI:0217(phosphorylation reaction)|MI:0217(phosphorylation reaction)	21418524|21418524|21418524|21418524	in vitro:-1|in vitro:-1|in vitro:-1|in vitro:-1	1	1	25	0.08
P20338	interacts with	Q13526	MI:0492(in vitro)|MI:0004(affinity chromatography technology)	HPRD_2359|BIOGRID_107884	MI:0915(physical association)	10888662|10888662	unspecified:32644	2	1	1	3
P20338	interacts with	P41743	MI:0492(in vitro)|MI:0004(affinity chromatography technology)	HPRD_25110|BIOGRID_88887	MI:0915(physical association)	12832475|12832475	unspecified:32644	2	1	3	1
P20338	interacts with	Q6WKZ4	MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0492(in vitro)	BIOGRID_110615|BIOGRID_110613|HPRD_2365	MI:0407(direct interaction)|MI:0407(direct interaction)|-	11786538|11786538|11786538	unspecified:32644|unspecified:32644|-	2	1	2	1.5
P20338	interacts with	P20339	MI:0018(two hybrid)	BIOGRID_99684	MI:0914(association)	9524117	unspecified:32644	1	1	3	0.666666667
P20338	interacts with	P51149	MI:0428(imaging technique)|MI:0428(imaging technique)|MI:0018(two hybrid)|MI:0428(imaging technique)	MINT_83858|MINT_51514|BIOGRID_107029|UniProt_88920	MI:0403(colocalization)|MI:0403(colocalization)|MI:0407(direct interaction)|MI:0403(colocalization)	16962593|16962593|10329441|16962593	human:9606|human:9606|unspecified:32644|human-hela:9606	2	2	5	0.8
P20338	interacts with	Q9UI14	MI:0018(two hybrid)	HPRD_2364	-	10329441	-	1	1	15	0.133333333
P20338	interacts with	Q15276	MI:0493(in vivo)|MI:0096(pull down)|MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0018(two hybrid)	HPRD_2361|BIOGRID_195566|BIOGRID_99680|BIOGRID_99682|BIOGRID_99681	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0914(association)|MI:0407(direct interaction)	11788822|10720461|9524117|9524117|9524117	unspecified:32644|unspecified:32644|unspecified:32644|unspecified:32644	3	3	3	2
P20338	interacts with	Q9H5N1	MI:0397(two hybrid array)|MI:0004(affinity chromatography technology)	UniProt_119915|BIOGRID_288496	MI:0915(physical association)|MI:0407(direct interaction)	21988832|21988832	yeasx:4932|unspecified:32644	2	1	3521	8.52E-04
P20338	interacts with	Q9Y3P9	MI:0004(affinity chromatography technology)|MI:0397(two hybrid array)	BIOGRID_286850|UniProt_119674	MI:0407(direct interaction)|MI:0915(physical association)	21988832|21988832	unspecified:32644|yeasx:4932	2	1	3521	8.52E-04
P20338	interacts with	Q9UJ41	MI:0493(in vivo)	HPRD_2367	-	11788822	-	1	1	3	0.666666667
P20338	interacts with	Q96T51	MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0004(affinity chromatography technology)|MI:0018(two hybrid)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)	BIOGRID_218612|BIOGRID_218610|BIOGRID_217767|HPRD_2368|BIOGRID_217763|BIOGRID_217765	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)	20534812|20534812|14617813|11172003|14617813|14617813	unspecified:32644|unspecified:32644|unspecified:32644|unspecified:32644|unspecified:32644	2	3	1	5
P20338	interacts with	Q12846	MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0493(in vivo)	BIOGRID_105920|BIOGRID_105921|HPRD_2356	MI:0915(physical association)|MI:0407(direct interaction)|-	11063739|11063739|11063739	unspecified:32644|unspecified:32644|-	2	1	1	3
P20338	interacts with	Q9H1K0	MI:0096(pull down)|MI:0096(pull down)|MI:0493(in vivo)	BIOGRID_218793|BIOGRID_218799|HPRD_2370	MI:0407(direct interaction)|MI:0914(association)|-	16034420|16034420|11788822	unspecified:32644|unspecified:32644|-	2	2	3	1.333333333
P20338	interacts with	Q9HCC9	MI:0004(affinity chromatography technology)	BIOGRID_153041	MI:0403(colocalization)	19460345	unspecified:32644	1	1	6	0.333333333
O43707	interacts with	P68032	MI:0492(in vitro)	HPRD_28145	-	12042308	-	1	1	3	0.666666667
O43707	interacts with	P12814	MI:0401(biochemical)|MI:0401(biochemical)	BIOGRID_236988|BIOGRID_298246	MI:0403(colocalization)|MI:0403(colocalization)	22939629|22863883	unspecified:32644|unspecified:32644	1	2	6987	4.29E-04
O43707	interacts with	P35609	MI:0401(biochemical)|MI:0493(in vivo)	BIOGRID_234381|HPRD_40314	MI:0403(colocalization)|-	22939629|11724819	unspecified:32644|-	2	2	5	0.8
O43707	interacts with	P29274	MI:0492(in vitro)	HPRD_26298	-	12837758	-	1	1	4	0.5
O43707	interacts with	P15313	MI:0493(in vivo)	HPRD_4767	-	10915794	-	1	1	1	2
O43707	interacts with	Q9UQM7	MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0493(in vivo)	BIOGRID_113622|BIOGRID_113626|HPRD_17194	MI:0407(direct interaction)|MI:0407(direct interaction)|-	11160423|11160423|11160423	unspecified:32644|unspecified:32644|-	2	1	5	0.6
O43707	interacts with	Q13554	MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0493(in vivo)	BIOGRID_113623|BIOGRID_113627|HPRD_17195	MI:0407(direct interaction)|MI:0407(direct interaction)|-	11160423|11160423|11160423	unspecified:32644|unspecified:32644|-	2	1	5	0.6
O43707	interacts with	Q13555	MI:0493(in vivo)	HPRD_10379	-	11160423	-	1	1	5	0.4
O43707	interacts with	P60033	MI:0004(affinity chromatography technology)	BIOGRID_274026	MI:0915(physical association)	23463506	unspecified:32644	1	1	453	0.004415011
O43707	interacts with	P12830	MI:0004(affinity chromatography technology)|MI:0107(surface plasmon resonance)|MI:0493(in vivo)|MI:0107(surface plasmon resonance)	BIOGRID_255890|UniProt_82586|HPRD_39805|UniProt_82588	MI:0915(physical association)|MI:0915(physical association)|MI:0914(association)	16212417|16212417|16212417|16212417	unspecified:32644|in vitro:-1|in vitro:-1	3	1	57	0.070175439
O43707	interacts with	P42771	MI:0096(pull down)|MI:0004(affinity chromatography technology)	UniProt_93315|BIOGRID_297225	MI:0914(association)|MI:0407(direct interaction)	17955473|17955473	in vitro:-1|unspecified:32644	2	1	32	0.09375
O43707	interacts with	Q9UMD9	MI:0493(in vivo)|MI:0018(two hybrid)|MI:0018(two hybrid)	HPRD_9849|BIOGRID_103700|BIOGRID_103702	MI:0407(direct interaction)|MI:0915(physical association)	11739652|11739652|11739652	unspecified:32644|unspecified:32644	2	1	2	1.5
O43707	interacts with	P35222	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0493(in vivo)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0493(in vivo)	UniProt_82329|UniProt_82331|UniProt_82330|UniProt_82332|UniProt_82333|HPRD_39805|UniProt_164508|UniProt_82328|HPRD_39806	MI:0915(physical association)|MI:0403(colocalization)|MI:0915(physical association)|MI:0403(colocalization)|MI:0403(colocalization)|MI:0914(association)|MI:0914(association)|-	16204054|16204054|16204054|16204054|16204054|16212417|16204054|16204054|16212417	human-colon:9606|human-colon:9606|human-colon:9606|human-colon:9606|human-colon:9606|human-colon:9606|human-colon:9606|-	2	2	1	4
O43707	interacts with	Q15717	MI:0096(pull down)	BIOGRID_187049	MI:0915(physical association)	19322201	unspecified:32644	1	1	1456	0.001373626
O43707	interacts with	P03372	MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)	BIOGRID_148061|BIOGRID_148063	MI:0915(physical association)|MI:0407(direct interaction)	21078666|21078666	unspecified:32644|unspecified:32644	1	1	2	1
O43707	interacts with	P02751	MI:0030(cross-linking study)|MI:0004(affinity chromatography technology)	UniProt_103099|BIOGRID_253124	MI:0914(association)|MI:0915(physical association)	19738201|19738201	in vitro:-1|unspecified:32644	2	1	1032	0.002906977
O43707	interacts with	P06396	MI:0492(in vitro)|MI:0096(pull down)	HPRD_34489|BIOGRID_113505	MI:0407(direct interaction)	11733011|11733011	unspecified:32644	2	1	1	3
O43707	interacts with	Q8WUI4	MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0018(two hybrid)	BIOGRID_129170|BIOGRID_129172|BIOGRID_129171	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)	16980305|16980305|16980305	unspecified:32644|unspecified:32644|unspecified:32644	1	1	3	0.666666667
O43707	interacts with	P05362	MI:0004(affinity chromatography technology)	BIOGRID_274347	MI:0915(physical association)	23463506	unspecified:32644	1	1	453	0.004415011
O43707	interacts with	Q9ULG1	MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)	BIOGRID_122443|BIOGRID_122440	MI:0407(direct interaction)|MI:0915(physical association)	20197409|20197409	unspecified:32644|unspecified:32644	1	1	4	0.5
O43707	interacts with	P46940	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	UniProt_124677|UniProt_124664|UniProt_124660	MI:0403(colocalization)|MI:0915(physical association)|MI:0915(physical association)	22662192|22662192|22662192	human-podocyte:9606|human-podocyte:9606|human-podocyte:9606	1	1	8	0.25
